"order_id","product_id","name"
"110","1","Hạt mèo Whiskas 1kg"
"110","2","Pate mèo cá ngừ"
"110","3","Cát vệ sinh mèo 10L"
"111","4","Vitamin tổng hợp cho mèo"
"112","10","Xương gặm sạch răng cho chó"
"112","7","Đồ chơi chuột giả cho mèo"
"113","1","Hạt mèo Whiskas 1kg"
"113","2","Pate mèo cá ngừ"
"113","3","Cát vệ sinh mèo 10L"
"114","1","Hạt mèo Whiskas 1kg"
"114","2","Pate mèo cá ngừ"
"115","4","Vitamin tổng hợp cho mèo"
"115","5","Thuốc tẩy giun cho mèo"
"116","1","Hạt mèo Whiskas 1kg"
"116","2","Pate mèo cá ngừ"
"117","4","Vitamin tổng hợp cho mèo"
"117","5","Thuốc tẩy giun cho mèo"
"118","1","Hạt mèo Whiskas 1kg"
"118","2","Pate mèo cá ngừ"
"118","3","Cát vệ sinh mèo 10L"
"119","18","Khăn ướt vệ sinh thú cưng"
"119","14","Vòng cổ chống ve rận cho chó"
"120","15","Thuốc nhỏ mắt thú cưng"
"120","11","Vitamin tăng đề kháng cho chó"
"121","19","Lồng vận chuyển thú cưng"
"122","4","Vitamin tổng hợp cho mèo"
"122","5","Thuốc tẩy giun cho mèo"
"122","6","Sữa tắm cho mèo"
"123","1","Hạt mèo Whiskas 1kg"
"123","2","Pate mèo cá ngừ"
"123","3","Cát vệ sinh mèo 10L"
"124","1","Hạt mèo Whiskas 1kg"
"124","2","Pate mèo cá ngừ"
"125","1","Hạt mèo Whiskas 1kg"
"125","2","Pate mèo cá ngừ"
"125","3","Cát vệ sinh mèo 10L"
"126","1","Hạt mèo Whiskas 1kg"
"126","2","Pate mèo cá ngừ"
"126","3","Cát vệ sinh mèo 10L"
"127","4","Vitamin tổng hợp cho mèo"
"127","5","Thuốc tẩy giun cho mèo"
"128","4","Vitamin tổng hợp cho mèo"
"128","5","Thuốc tẩy giun cho mèo"
"129","4","Vitamin tổng hợp cho mèo"
"129","5","Thuốc tẩy giun cho mèo"
"129","6","Sữa tắm cho mèo"
"130","4","Vitamin tổng hợp cho mèo"
"130","5","Thuốc tẩy giun cho mèo"
"131","1","Hạt mèo Whiskas 1kg"
"131","2","Pate mèo cá ngừ"
"132","1","Hạt mèo Whiskas 1kg"
"132","2","Pate mèo cá ngừ"
"132","3","Cát vệ sinh mèo 10L"
"133","8","Hạt chó Pedigree 3kg"
"133","13","Sữa tắm cho chó"
"133","20","Bát ăn inox cho chó mèo"
"134","1","Hạt mèo Whiskas 1kg"
"134","2","Pate mèo cá ngừ"
"134","3","Cát vệ sinh mèo 10L"
"135","17","Bình sữa cho thú con"
"135","7","Đồ chơi chuột giả cho mèo"
"135","20","Bát ăn inox cho chó mèo"
"136","1","Hạt mèo Whiskas 1kg"
"136","2","Pate mèo cá ngừ"
"136","3","Cát vệ sinh mèo 10L"
"137","1","Hạt mèo Whiskas 1kg"
"137","2","Pate mèo cá ngừ"
"137","3","Cát vệ sinh mèo 10L"
"138","8","Hạt chó Pedigree 3kg"
"138","9","Pate chó vị bò"
"139","4","Vitamin tổng hợp cho mèo"
"139","5","Thuốc tẩy giun cho mèo"
"140","1","Hạt mèo Whiskas 1kg"
"140","2","Pate mèo cá ngừ"
"140","3","Cát vệ sinh mèo 10L"
"141","1","Hạt mèo Whiskas 1kg"
"141","2","Pate mèo cá ngừ"
"141","3","Cát vệ sinh mèo 10L"
"142","4","Vitamin tổng hợp cho mèo"
"142","5","Thuốc tẩy giun cho mèo"
"142","6","Sữa tắm cho mèo"
"143","4","Vitamin tổng hợp cho mèo"
"143","5","Thuốc tẩy giun cho mèo"
"143","6","Sữa tắm cho mèo"
"144","1","Hạt mèo Whiskas 1kg"
"144","2","Pate mèo cá ngừ"
"144","3","Cát vệ sinh mèo 10L"
"145","1","Hạt mèo Whiskas 1kg"
"145","2","Pate mèo cá ngừ"
"145","3","Cát vệ sinh mèo 10L"
"146","4","Vitamin tổng hợp cho mèo"
"147","1","Hạt mèo Whiskas 1kg"
"147","2","Pate mèo cá ngừ"
"147","3","Cát vệ sinh mèo 10L"
"148","4","Vitamin tổng hợp cho mèo"
"148","5","Thuốc tẩy giun cho mèo"
"148","6","Sữa tắm cho mèo"
"149","15","Thuốc nhỏ mắt thú cưng"
"149","13","Sữa tắm cho chó"
"149","15","Thuốc nhỏ mắt thú cưng"
"150","4","Vitamin tổng hợp cho mèo"
"150","5","Thuốc tẩy giun cho mèo"
"150","6","Sữa tắm cho mèo"
"151","1","Hạt mèo Whiskas 1kg"
"151","2","Pate mèo cá ngừ"
"152","1","Hạt mèo Whiskas 1kg"
"152","2","Pate mèo cá ngừ"
"152","3","Cát vệ sinh mèo 10L"
"153","4","Vitamin tổng hợp cho mèo"
"154","4","Vitamin tổng hợp cho mèo"
"154","5","Thuốc tẩy giun cho mèo"
"154","6","Sữa tắm cho mèo"
"155","1","Hạt mèo Whiskas 1kg"
"155","2","Pate mèo cá ngừ"
"156","1","Hạt mèo Whiskas 1kg"
"156","2","Pate mèo cá ngừ"
"156","3","Cát vệ sinh mèo 10L"
"157","10","Xương gặm sạch răng cho chó"
"157","17","Bình sữa cho thú con"
"157","9","Pate chó vị bò"
"158","1","Hạt mèo Whiskas 1kg"
"158","2","Pate mèo cá ngừ"
"159","19","Lồng vận chuyển thú cưng"
"160","1","Hạt mèo Whiskas 1kg"
"160","2","Pate mèo cá ngừ"
"161","4","Vitamin tổng hợp cho mèo"
"161","5","Thuốc tẩy giun cho mèo"
"162","10","Xương gặm sạch răng cho chó"
"162","7","Đồ chơi chuột giả cho mèo"
"162","12","Thuốc tiêu chảy cho chó"
"163","4","Vitamin tổng hợp cho mèo"
"163","5","Thuốc tẩy giun cho mèo"
"164","1","Hạt mèo Whiskas 1kg"
"164","2","Pate mèo cá ngừ"
"165","1","Hạt mèo Whiskas 1kg"
"165","2","Pate mèo cá ngừ"
"165","3","Cát vệ sinh mèo 10L"
"166","10","Xương gặm sạch răng cho chó"
"167","4","Vitamin tổng hợp cho mèo"
"167","5","Thuốc tẩy giun cho mèo"
"168","4","Vitamin tổng hợp cho mèo"
"168","5","Thuốc tẩy giun cho mèo"
"169","1","Hạt mèo Whiskas 1kg"
"169","2","Pate mèo cá ngừ"
"169","3","Cát vệ sinh mèo 10L"
"170","4","Vitamin tổng hợp cho mèo"
"171","1","Hạt mèo Whiskas 1kg"
"171","2","Pate mèo cá ngừ"
"172","1","Hạt mèo Whiskas 1kg"
"172","2","Pate mèo cá ngừ"
"172","3","Cát vệ sinh mèo 10L"
"173","4","Vitamin tổng hợp cho mèo"
"173","5","Thuốc tẩy giun cho mèo"
"173","6","Sữa tắm cho mèo"
"174","4","Vitamin tổng hợp cho mèo"
"174","5","Thuốc tẩy giun cho mèo"
"174","6","Sữa tắm cho mèo"
"175","11","Vitamin tăng đề kháng cho chó"
"175","19","Lồng vận chuyển thú cưng"
"176","4","Vitamin tổng hợp cho mèo"
"176","5","Thuốc tẩy giun cho mèo"
"177","4","Vitamin tổng hợp cho mèo"
"177","5","Thuốc tẩy giun cho mèo"
"178","1","Hạt mèo Whiskas 1kg"
"178","2","Pate mèo cá ngừ"
"178","3","Cát vệ sinh mèo 10L"
"179","1","Hạt mèo Whiskas 1kg"
"179","2","Pate mèo cá ngừ"
"179","3","Cát vệ sinh mèo 10L"
"180","1","Hạt mèo Whiskas 1kg"
"180","2","Pate mèo cá ngừ"
"180","3","Cát vệ sinh mèo 10L"
"181","14","Vòng cổ chống ve rận cho chó"
"181","10","Xương gặm sạch răng cho chó"
"182","4","Vitamin tổng hợp cho mèo"
"183","1","Hạt mèo Whiskas 1kg"
"183","2","Pate mèo cá ngừ"
"183","3","Cát vệ sinh mèo 10L"
"184","4","Vitamin tổng hợp cho mèo"
"184","5","Thuốc tẩy giun cho mèo"
"185","4","Vitamin tổng hợp cho mèo"
"185","5","Thuốc tẩy giun cho mèo"
"186","13","Sữa tắm cho chó"
"186","11","Vitamin tăng đề kháng cho chó"
"187","1","Hạt mèo Whiskas 1kg"
"187","2","Pate mèo cá ngừ"
"187","3","Cát vệ sinh mèo 10L"
"188","1","Hạt mèo Whiskas 1kg"
"188","2","Pate mèo cá ngừ"
"189","4","Vitamin tổng hợp cho mèo"
"189","5","Thuốc tẩy giun cho mèo"
"189","6","Sữa tắm cho mèo"
"190","4","Vitamin tổng hợp cho mèo"
"190","5","Thuốc tẩy giun cho mèo"
"191","15","Thuốc nhỏ mắt thú cưng"
"192","1","Hạt mèo Whiskas 1kg"
"192","2","Pate mèo cá ngừ"
"192","3","Cát vệ sinh mèo 10L"
"193","1","Hạt mèo Whiskas 1kg"
"193","2","Pate mèo cá ngừ"
"193","3","Cát vệ sinh mèo 10L"
"194","4","Vitamin tổng hợp cho mèo"
"194","5","Thuốc tẩy giun cho mèo"
"195","4","Vitamin tổng hợp cho mèo"
"195","5","Thuốc tẩy giun cho mèo"
"196","1","Hạt mèo Whiskas 1kg"
"196","2","Pate mèo cá ngừ"
"196","3","Cát vệ sinh mèo 10L"
"197","1","Hạt mèo Whiskas 1kg"
"197","2","Pate mèo cá ngừ"
"197","3","Cát vệ sinh mèo 10L"
"198","4","Vitamin tổng hợp cho mèo"
"198","5","Thuốc tẩy giun cho mèo"
"199","10","Xương gặm sạch răng cho chó"
"199","18","Khăn ướt vệ sinh thú cưng"
"200","1","Hạt mèo Whiskas 1kg"
"200","2","Pate mèo cá ngừ"
"201","1","Hạt mèo Whiskas 1kg"
"201","2","Pate mèo cá ngừ"
"202","1","Hạt mèo Whiskas 1kg"
"202","2","Pate mèo cá ngừ"
"202","3","Cát vệ sinh mèo 10L"
"203","4","Vitamin tổng hợp cho mèo"
"203","5","Thuốc tẩy giun cho mèo"
"204","11","Vitamin tăng đề kháng cho chó"
"204","18","Khăn ướt vệ sinh thú cưng"
"205","4","Vitamin tổng hợp cho mèo"
"205","5","Thuốc tẩy giun cho mèo"
"206","4","Vitamin tổng hợp cho mèo"
"206","5","Thuốc tẩy giun cho mèo"
"207","1","Hạt mèo Whiskas 1kg"
"207","2","Pate mèo cá ngừ"
"207","3","Cát vệ sinh mèo 10L"
"208","4","Vitamin tổng hợp cho mèo"
"208","5","Thuốc tẩy giun cho mèo"
"208","6","Sữa tắm cho mèo"
"209","1","Hạt mèo Whiskas 1kg"
"209","2","Pate mèo cá ngừ"
"209","3","Cát vệ sinh mèo 10L"
"210","12","Thuốc tiêu chảy cho chó"
"211","17","Bình sữa cho thú con"
"211","12","Thuốc tiêu chảy cho chó"
"212","11","Vitamin tăng đề kháng cho chó"
"212","12","Thuốc tiêu chảy cho chó"
"213","4","Vitamin tổng hợp cho mèo"
"213","5","Thuốc tẩy giun cho mèo"
"214","1","Hạt mèo Whiskas 1kg"
"214","2","Pate mèo cá ngừ"
"214","3","Cát vệ sinh mèo 10L"
"215","1","Hạt mèo Whiskas 1kg"
"215","2","Pate mèo cá ngừ"
"216","4","Vitamin tổng hợp cho mèo"
"216","5","Thuốc tẩy giun cho mèo"
"216","6","Sữa tắm cho mèo"
"217","13","Sữa tắm cho chó"
"217","20","Bát ăn inox cho chó mèo"
"217","9","Pate chó vị bò"
"218","4","Vitamin tổng hợp cho mèo"
"218","5","Thuốc tẩy giun cho mèo"
"218","6","Sữa tắm cho mèo"
"219","4","Vitamin tổng hợp cho mèo"
"219","5","Thuốc tẩy giun cho mèo"
"220","1","Hạt mèo Whiskas 1kg"
"220","2","Pate mèo cá ngừ"
"220","3","Cát vệ sinh mèo 10L"
"221","4","Vitamin tổng hợp cho mèo"
"221","5","Thuốc tẩy giun cho mèo"
"221","6","Sữa tắm cho mèo"
"222","1","Hạt mèo Whiskas 1kg"
"222","2","Pate mèo cá ngừ"
"223","1","Hạt mèo Whiskas 1kg"
"223","2","Pate mèo cá ngừ"
"223","3","Cát vệ sinh mèo 10L"
"224","1","Hạt mèo Whiskas 1kg"
"224","2","Pate mèo cá ngừ"
"225","4","Vitamin tổng hợp cho mèo"
"225","5","Thuốc tẩy giun cho mèo"
"225","6","Sữa tắm cho mèo"
"226","4","Vitamin tổng hợp cho mèo"
"226","5","Thuốc tẩy giun cho mèo"
"227","4","Vitamin tổng hợp cho mèo"
"227","5","Thuốc tẩy giun cho mèo"
"228","4","Vitamin tổng hợp cho mèo"
"228","5","Thuốc tẩy giun cho mèo"
"228","6","Sữa tắm cho mèo"
"229","1","Hạt mèo Whiskas 1kg"
"229","2","Pate mèo cá ngừ"
"230","4","Vitamin tổng hợp cho mèo"
"230","5","Thuốc tẩy giun cho mèo"
"231","16","Men tiêu hóa thú cưng"
"232","16","Men tiêu hóa thú cưng"
"232","20","Bát ăn inox cho chó mèo"
"233","4","Vitamin tổng hợp cho mèo"
"233","5","Thuốc tẩy giun cho mèo"
"234","4","Vitamin tổng hợp cho mèo"
"234","5","Thuốc tẩy giun cho mèo"
"235","1","Hạt mèo Whiskas 1kg"
"235","2","Pate mèo cá ngừ"
"236","4","Vitamin tổng hợp cho mèo"
"236","5","Thuốc tẩy giun cho mèo"
"237","1","Hạt mèo Whiskas 1kg"
"237","2","Pate mèo cá ngừ"
"237","3","Cát vệ sinh mèo 10L"
"238","4","Vitamin tổng hợp cho mèo"
"238","5","Thuốc tẩy giun cho mèo"
"239","1","Hạt mèo Whiskas 1kg"
"239","2","Pate mèo cá ngừ"
"239","3","Cát vệ sinh mèo 10L"
"240","1","Hạt mèo Whiskas 1kg"
"240","2","Pate mèo cá ngừ"
"240","3","Cát vệ sinh mèo 10L"
"241","18","Khăn ướt vệ sinh thú cưng"
"241","9","Pate chó vị bò"
"242","18","Khăn ướt vệ sinh thú cưng"
"243","4","Vitamin tổng hợp cho mèo"
"243","5","Thuốc tẩy giun cho mèo"
"244","4","Vitamin tổng hợp cho mèo"
"244","5","Thuốc tẩy giun cho mèo"
"244","6","Sữa tắm cho mèo"
"245","14","Vòng cổ chống ve rận cho chó"
"246","4","Vitamin tổng hợp cho mèo"
"246","5","Thuốc tẩy giun cho mèo"
"246","6","Sữa tắm cho mèo"
"247","4","Vitamin tổng hợp cho mèo"
"247","5","Thuốc tẩy giun cho mèo"
"248","4","Vitamin tổng hợp cho mèo"
"248","5","Thuốc tẩy giun cho mèo"
"249","20","Bát ăn inox cho chó mèo"
"249","8","Hạt chó Pedigree 3kg"
"250","1","Hạt mèo Whiskas 1kg"
"250","2","Pate mèo cá ngừ"
"250","3","Cát vệ sinh mèo 10L"
"251","4","Vitamin tổng hợp cho mèo"
"251","5","Thuốc tẩy giun cho mèo"
"251","6","Sữa tắm cho mèo"
"252","4","Vitamin tổng hợp cho mèo"
"252","5","Thuốc tẩy giun cho mèo"
"253","1","Hạt mèo Whiskas 1kg"
"253","2","Pate mèo cá ngừ"
"253","3","Cát vệ sinh mèo 10L"
"254","1","Hạt mèo Whiskas 1kg"
"254","2","Pate mèo cá ngừ"
"254","3","Cát vệ sinh mèo 10L"
"255","4","Vitamin tổng hợp cho mèo"
"255","5","Thuốc tẩy giun cho mèo"
"256","4","Vitamin tổng hợp cho mèo"
"256","5","Thuốc tẩy giun cho mèo"
"257","4","Vitamin tổng hợp cho mèo"
"257","5","Thuốc tẩy giun cho mèo"
"257","6","Sữa tắm cho mèo"
"258","4","Vitamin tổng hợp cho mèo"
"258","5","Thuốc tẩy giun cho mèo"
"258","6","Sữa tắm cho mèo"
"259","1","Hạt mèo Whiskas 1kg"
"259","2","Pate mèo cá ngừ"
"259","3","Cát vệ sinh mèo 10L"
"260","4","Vitamin tổng hợp cho mèo"
"260","5","Thuốc tẩy giun cho mèo"
"261","4","Vitamin tổng hợp cho mèo"
"261","5","Thuốc tẩy giun cho mèo"
"262","1","Hạt mèo Whiskas 1kg"
"262","2","Pate mèo cá ngừ"
"263","4","Vitamin tổng hợp cho mèo"
"263","5","Thuốc tẩy giun cho mèo"
"264","4","Vitamin tổng hợp cho mèo"
"264","5","Thuốc tẩy giun cho mèo"
"265","4","Vitamin tổng hợp cho mèo"
"265","6","Sữa tắm cho mèo"
"266","4","Vitamin tổng hợp cho mèo"
"266","6","Sữa tắm cho mèo"
"267","4","Vitamin tổng hợp cho mèo"
"267","5","Thuốc tẩy giun cho mèo"
"267","6","Sữa tắm cho mèo"
"268","4","Vitamin tổng hợp cho mèo"
"268","5","Thuốc tẩy giun cho mèo"
"268","6","Sữa tắm cho mèo"
"269","4","Vitamin tổng hợp cho mèo"
"269","5","Thuốc tẩy giun cho mèo"
